Diatoms,Dinoflagellates,Haptophytes,Cryptophytes,Green_algae,Cyanobacteria
0.00814900726103962,0.007714085073486782,0.036786745113071506,0.01770746246518418,0.024000624582806055,0.037042534466983905
0.0,0.007364676805189977,0.03205855413187065,0.0,0.02045289716475386,0.03724612323521594
0.016268268370812345,0.007725909941873804,0.035766607564513546,0.005913537717088831,0.020678782795668933,0.032326265636039166
0.06827554248236586,0.026510261786752712,0.0471097581515461,0.03249739615914489,0.03808591995326637,0.02500010227011305
0.07878492366531566,0.022290181518146823,0.05516347444387904,0.059946160304866686,0.04276205122088437,0.05039755463166821
0.10381137277996669,0.029846679007065502,0.05898351389126123,0.05856753416500427,0.06367782024853551,0.036461944747478374
0.05756118018430168,0.009045152680201632,0.051617977973166695,0.04221375272459304,0.046150212935744644,0.05128434801456973
0.05803152276672461,0.009292124126987752,0.06545210348004481,0.040151697575106664,0.03921862281901035,0.039047078054383164
0.0759876431372092,0.021796733004600347,0.0583997625945883,0.065802499593488,0.04470948350842082,0.05470685723813762
0.060736427801680204,0.00781255625979467,0.07909335235763401,0.060177362184815515,0.04271663591465463,0.041454056420313724
0.04056560403211684,0.00836814055273502,0.05400029420008339,0.04049535696574728,0.03503221274816275,0.03817614253082378
0.06498978345851135,0.010527356749956321,0.05671061696075474,0.04350302493374261,0.047413084916151524,0.06341674584281415
0.04979781715764306,0.02368464208583923,0.04145179534645334,0.019019753707382934,0.026514651141425895,0.03663102068586016
0.08458487142914145,0.02491748358441616,0.05571129440503239,0.0589999609638481,0.047535133190293614,0.047774077326700914
0.04843434511885924,0.010738740140892336,0.04445578940551799,0.03568019765070937,0.04962781821832031,0.051909292425560735
0.00314285050340097,0.005938868662042678,0.030696843741401265,0.0,0.01751031538976073,0.03881610760145847
0.00256822430994387,0.006105765911458755,0.030331317118173773,0.005082242312257264,0.016670910102916117,0.041790059306304174
0.0,0.002998915014126306,0.01988067560299272,0.0,0.0026603794096832184,0.03639096418838311
